country_code,year,powertrain,registrations
IT,2017,Other,130661.0
IT,2018,BEV,5198.0
IT,2018,Diesel,1000494.0
IT,2018,HEV,774685.0
IT,2018,Other,126778.0
IT,2019,BEV,10612.0
IT,2019,Diesel,793367.0
IT,2019,HEV,889685.0
IT,2019,Other,137096.0
IT,2020,BEV,30930.0
IT,2020,Diesel,505406.0
IT,2020,HEV,585470.0
IT,2020,Other,94989.0
IT,2021,BEV,69178.0
IT,2021,Diesel,403271.0
IT,2021,HEV,896119.0
IT,2021,Other,108090.0
IT,2021,PHEV,69834.0
IT,2022,BEV,48960.0
IT,2022,Diesel,323829.0
IT,2022,HEV,831466.0
IT,2022,Other,118415.0
IT,2022,PHEV,64632.0
IT,2023,BEV,65800.0
IT,2023,Diesel,357239.0
IT,2023,HEV,1027029.0
IT,2023,Other,141676.0
IT,2023,PHEV,69008.0
LI,2015,BEV,30.0
LI,2015,Diesel,937.0
LI,2015,HEV,1075.0
LI,2015,Other,0.0
LI,2016,BEV,46.0
LI,2016,Diesel,985.0
LI,2016,HEV,952.0
LI,2016,Other,1.0
LI,2017,BEV,57.0
LI,2017,Diesel,849.0
LI,2017,HEV,1119.0
LI,2017,Other,0.0
LI,2018,BEV,48.0
LI,2018,Diesel,644.0
LI,2018,HEV,1162.0
LI,2018,Other,0.0
LI,2019,BEV,97.0
LI,2019,Diesel,663.0
LI,2019,HEV,1228.0
LI,2019,Other,0.0
LI,2020,BEV,164.0
LI,2020,Diesel,422.0
LI,2020,HEV,973.0
LI,2020,Other,0.0
LI,2021,BEV,292.0
LI,2021,Diesel,355.0
LI,2021,HEV,1081.0
LI,2021,Other,0.0
LI,2022,BEV,317.0
LI,2022,Diesel,315.0
LI,2022,HEV,1005.0
LI,2022,Other,0.0
LI,2023,BEV,338.0
LI,2023,Diesel,294.0
LI,2023,HEV,1011.0
LI,2023,Other,0.0
LI,2023,PHEV,65.0
LT,2015,BEV,26.0
LT,2015,Diesel,7690.0
LT,2015,HEV,6002.0
LT,2015,Other,39.0
LT,2016,BEV,62.0
LT,2016,Diesel,7587.0
LT,2016,HEV,8734.0
LT,2016,Other,19.0
LT,2017,BEV,43.0
LT,2017,Diesel,7865.0
LT,2017,HEV,11162.0
LT,2017,Other,13.0
LT,2018,BEV,141.0
LT,2018,Diesel,7210.0
LT,2018,HEV,14224.0
LT,2018,Other,103.0
LT,2019,BEV,175.0
LT,2019,Diesel,7262.0
LT,2019,HEV,17919.0
LT,2019,Other,255.0
LT,2020,BEV,480.0
LT,2020,Diesel,7042.0
LT,2020,HEV,32927.0
LT,2020,Other,434.0
LT,2021,BEV,1277.0
LT,2021,Diesel,4706.0
LT,2021,HEV,22392.0
LT,2021,Other,334.0
LT,2021,PHEV,400.0
LT,2022,BEV,1507.0
LT,2022,Diesel,3183.0
LT,2022,HEV,19126.0
LT,2022,Other,370.0
LT,2022,PHEV,740.0
LT,2023,BEV,2210.0
LT,2023,Diesel,3684.0
LT,2023,HEV,20678.0
LT,2023,Other,5.0
LT,2023,PHEV,787.0
LU,2015,BEV,73.0
LU,2015,Diesel,32934.0
LU,2015,HEV,13489.0
LU,2015,PHEV,25.0
LU,2016,BEV,145.0
LU,2016,Diesel,32780.0
LU,2016,HEV,17582.0
LU,2016,PHEV,108.0
LU,2017,BEV,386.0
LU,2017,Diesel,28488.0
LU,2017,HEV,23231.0
LU,2017,PHEV,687.0
LU,2018,BEV,430.0
LU,2018,Diesel,24915.0
LU,2018,HEV,26896.0
LU,2018,PHEV,713.0
LU,2019,BEV,986.0
LU,2019,Diesel,23897.0
LU,2019,HEV,30082.0
LU,2019,Other,5.0
LU,2019,PHEV,913.0
LU,2020,BEV,2473.0
LU,2020,Diesel,18151.0
LU,2020,HEV,23386.0
LU,2020,Other,17.0
LU,2020,PHEV,2685.0
LU,2021,BEV,4649.0
LU,2021,Diesel,14569.0
LU,2021,HEV,24063.0
LU,2021,Other,0.0
LU,2021,PHEV,4444.0
LU,2022,BEV,6391.0
LU,2022,Diesel,12338.0
LU,2022,HEV,22587.0
LU,2022,Other,0.0
LU,2022,PHEV,3854.0
LU,2023,BEV,11048.0
LU,2023,Diesel,10265.0
LU,2023,HEV,25781.0
LU,2023,Other,1.0
LU,2023,PHEV,4806.0
LV,2015,BEV,17.0
LV,2015,Diesel,6923.0
LV,2015,HEV,7211.0
LV,2015,Other,140.0
LV,2015,PHEV,0.0
LV,2016,BEV,19.0
LV,2016,Diesel,7287.0
LV,2016,HEV,9381.0
LV,2016,Other,77.0
LV,2016,PHEV,0.0
LV,2017,BEV,41.0
LV,2017,Diesel,7446.0
LV,2017,HEV,9489.0
LV,2017,Other,78.0
LV,2018,BEV,78.0
LV,2018,Diesel,6807.0
LV,2018,HEV,10240.0
LV,2018,Other,56.0
LV,2018,PHEV,0.0
LV,2019,BEV,116.0
LV,2019,Diesel,6893.0
LV,2019,HEV,11393.0
LV,2019,Other,120.0
LV,2019,PHEV,0.0
LV,2020,BEV,351.0
LV,2020,Diesel,4870.0
LV,2020,HEV,8363.0
LV,2020,Other,106.0
LV,2020,PHEV,0.0
LV,2021,BEV,480.0
LV,2021,Diesel,3923.0
LV,2021,HEV,9935.0
LV,2021,Other,264.0
LV,2022,BEV,1069.0
LV,2022,Diesel,3445.0
LV,2022,HEV,12395.0
LV,2022,Other,320.0
LV,2022,PHEV,301.0
LV,2023,BEV,1629.0
LV,2023,Diesel,3729.0
LV,2023,HEV,13379.0
LV,2023,Other,388.0
LV,2023,PHEV,352.0
MD,2015,BEV,13.0
MD,2015,Diesel,8407.0
MD,2015,Other,1505.0
MD,2016,BEV,14.0
MD,2016,Diesel,7908.0
MD,2016,Other,1880.0
MD,2017,BEV,37.0
MD,2017,Diesel,24132.0
MD,2017,Other,4280.0
MD,2018,BEV,42.0
MD,2018,Diesel,13821.0
MD,2018,Other,3894.0
MD,2019,BEV,185.0
MD,2019,Diesel,17550.0
MD,2019,Other,5377.0
MD,2020,BEV,211.0
MD,2020,Diesel,17019.0
MD,2020,Other,4661.0
MD,2021,BEV,396.0
MD,2021,Diesel,21624.0
MD,2021,Other,7161.0
MD,2022,BEV,729.0
MD,2022,Diesel,16781.0
MD,2022,Other,5498.0
MD,2023,BEV,1012.0
MD,2023,Diesel,26266.0
MD,2023,Other,7793.0
ME,2016,Diesel,1288.0
ME,2016,HEV,999.0
ME,2016,Other,13.0
ME,2017,BEV,4.0
ME,2017,Diesel,1662.0
ME,2017,HEV,1313.0
ME,2018,BEV,1.0
ME,2018,Diesel,1599.0
ME,2018,HEV,1625.0
ME,2019,Diesel,1164.0
ME,2019,HEV,2026.0
ME,2019,Other,6.0
ME,2020,Diesel,500.0
ME,2020,HEV,596.0
ME,2021,Diesel,1181.0
ME,2021,HEV,1787.0
ME,2021,Other,22.0
ME,2022,Diesel,699.0
ME,2022,HEV,2456.0
ME,2022,Other,15.0
MT,2015,BEV,23.0
MT,2015,Diesel,2712.0
MT,2015,HEV,4421.0
MT,2015,Other,4.0
MT,2016,BEV,19.0
MT,2016,Diesel,2603.0
MT,2016,HEV,4681.0
MT,2016,Other,0.0
MT,2017,BEV,24.0
MT,2017,Diesel,2616.0
MT,2017,HEV,5136.0
MT,2017,Other,0.0
MT,2018,BEV,285.0
MT,2018,Diesel,2412.0
MT,2018,HEV,5480.0
MT,2018,Other,0.0
MT,2019,BEV,281.0
MT,2019,Diesel,2088.0
MT,2019,HEV,5341.0
MT,2019,Other,0.0
MT,2019,PHEV,0.0
MT,2020,BEV,178.0
MT,2020,Diesel,1062.0
MT,2020,HEV,3153.0
MT,2020,Other,0.0
MT,2020,PHEV,215.0
MT,2021,BEV,416.0
MT,2021,Diesel,595.0
MT,2021,HEV,3625.0
MT,2021,Other,0.0
MT,2021,PHEV,673.0
MT,2022,BEV,990.0
MT,2022,Diesel,497.0
MT,2022,HEV,3808.0
MT,2022,Other,0.0
MT,2022,PHEV,1216.0
MT,2023,BEV,1516.0
MT,2023,Diesel,724.0
MT,2023,HEV,4341.0
MT,2023,Other,0.0
MT,2023,PHEV,978.0
NL,2015,BEV,3193.0
NL,2015,Diesel,129768.0
NL,2015,HEV,56219.0
NL,2015,Other,366.0
NL,2016,BEV,3988.0
NL,2016,Diesel,72355.0
NL,2016,HEV,29916.0
NL,2016,Other,861.0
NL,2017,BEV,7958.0
NL,2017,Diesel,72265.0
NL,2017,HEV,20732.0
NL,2017,Other,1200.0
NL,2018,BEV,23985.0
NL,2018,Diesel,56996.0
NL,2018,HEV,26173.0
NL,2018,Other,971.0
NL,2019,BEV,61547.0
NL,2019,Diesel,32685.0
NL,2019,HEV,350015.0
NL,2019,Other,520.0
NL,2020,BEV,72859.0
NL,2020,Diesel,12963.0
NL,2020,HEV,252591.0
NL,2020,Other,1921.0
NL,2020,PHEV,14891.0
NL,2021,BEV,63658.0
NL,2021,Diesel,6920.0
NL,2021,HEV,218334.0
NL,2021,Other,2229.0
NL,2021,PHEV,31016.0
NL,2022,BEV,73250.0
NL,2022,Diesel,4638.0
NL,2022,HEV,197049.0
NL,2022,Other,2286.0
NL,2022,PHEV,34742.0
NL,2023,BEV,113961.0
NL,2023,Diesel,3966.0
NL,2023,HEV,202192.0
NL,2023,Other,2362.0
NL,2023,PHEV,47082.0
NO,2015,BEV,25779.0
NO,2015,Diesel,76985.0
NO,2015,Other,154.0
NO,2015,PHEV,7982.0
NO,2016,BEV,24222.0
NO,2016,Diesel,53516.0
NO,2016,HEV,63357.0
NO,2016,Other,7.0
NO,2016,PHEV,20756.0
NO,2017,BEV,33023.0
NO,2017,Diesel,44498.0
NO,2017,HEV,63325.0
NO,2017,Other,5.0
NO,2017,PHEV,29232.0
NO,2018,BEV,46091.0
NO,2018,Diesel,34305.0
NO,2018,HEV,53714.0
NO,2018,Other,8.0
NO,2018,PHEV,26574.0
NO,2019,BEV,60271.0
NO,2019,Diesel,28398.0
NO,2019,HEV,42200.0
NO,2019,Other,3.0
NO,2019,PHEV,19291.0
NO,2020,BEV,82212.0
NO,2020,Diesel,19709.0
NO,2020,HEV,26811.0
NO,2020,Other,2.0
NO,2020,PHEV,28162.0
NO,2021,BEV,116399.0
NO,2021,Diesel,11972.0
NO,2021,HEV,18221.0
NO,2021,Other,1.0
NO,2021,PHEV,38384.0
NO,2022,BEV,142504.0
NO,2022,Diesel,8148.0
NO,2022,HEV,15190.0
NO,2022,Other,0.0
NO,2022,PHEV,16176.0
NO,2023,BEV,104727.0
NO,2023,Diesel,4936.0
NO,2023,HEV,9551.0
NO,2023,Other,0.0
NO,2023,PHEV,10174.0
PL,2015,BEV,112.0
PL,2015,Diesel,120373.0
PL,2015,HEV,229489.0
PL,2015,Other,5500.0
PL,2015,PHEV,188.0
PL,2016,BEV,157.0
PL,2016,Diesel,134037.0
PL,2016,HEV,276439.0
PL,2016,Other,6500.0
PL,2016,PHEV,443.0
PL,2017,BEV,508.0
PL,2017,Diesel,139474.0
PL,2017,HEV,337989.0
PL,2017,Other,10100.0
PL,2017,PHEV,592.0
PL,2018,BEV,694.0
PL,2018,Diesel,136952.0
PL,2018,HEV,389264.0
PL,2018,Other,7500.0
PL,2018,PHEV,706.0
PL,2019,BEV,1464.0
PL,2019,Diesel,121385.0
PL,2019,HEV,428564.0
PL,2019,Other,8424.0
PL,2019,PHEV,1236.0
PL,2020,BEV,3679.0
PL,2020,Diesel,94592.0
PL,2020,HEV,329275.0
PL,2020,Other,9246.0
PL,2020,PHEV,4499.0
PL,2021,BEV,7092.0
PL,2021,Diesel,86455.0
PL,2021,HEV,349969.0
PL,2021,Other,13500.0
PL,2021,PHEV,9138.0
PL,2022,BEV,11293.0
PL,2022,Diesel,73990.0
PL,2022,HEV,328492.0
PL,2022,Other,12200.0
PL,2022,PHEV,9664.0
PL,2023,BEV,17078.0
PL,2023,Diesel,83234.0
PL,2023,HEV,370723.0
PL,2023,Other,12513.0
PL,2023,PHEV,13251.0
PT,2015,BEV,692.0
PT,2016,BEV,820.0
PT,2017,BEV,1912.0
PT,2017,Diesel,139241.0
PT,2017,HEV,79068.0
PT,2017,Other,1795.0
PT,2017,PHEV,2534.0
PT,2018,BEV,4458.0
PT,2018,Diesel,124059.0
PT,2018,HEV,94446.0
PT,2018,Other,1894.0
PT,2018,PHEV,3984.0
PT,2019,BEV,6880.0
PT,2019,Diesel,91437.0
PT,2019,HEV,119303.0
PT,2019,Other,2239.0
PT,2019,PHEV,5822.0
PT,2020,BEV,7908.0
PT,2020,Diesel,51887.0
PT,2020,HEV,75954.0
PT,2020,Other,1878.0
PT,2020,PHEV,11930.0
PT,2021,BEV,13546.0
PT,2021,Diesel,38051.0
PT,2021,HEV,82003.0
PT,2021,Other,3614.0
PT,2021,PHEV,15677.0
PT,2022,BEV,18426.0
PT,2022,Diesel,33362.0
PT,2022,HEV,90072.0
PT,2022,Other,5521.0
PT,2022,PHEV,16167.0
PT,2023,BEV,36456.0
PT,2023,Diesel,29010.0
PT,2023,HEV,101270.0
PT,2023,Other,11321.0
PT,2023,PHEV,27262.0
RO,2015,BEV,28.0
RO,2015,Diesel,44904.0
RO,2015,HEV,494.0
RO,2016,BEV,69.0
RO,2016,Diesel,48696.0
RO,2016,HEV,45482.0
RO,2017,BEV,232.0
RO,2017,Diesel,54178.0
RO,2017,HEV,51753.0
RO,2017,Other,1.0
RO,2018,BEV,604.0
RO,2018,Diesel,53371.0
RO,2018,HEV,75718.0
RO,2019,BEV,1506.0
RO,2019,Diesel,44078.0
RO,2019,HEV,115277.0
RO,2020,BEV,2844.0
RO,2020,Diesel,34963.0
RO,2020,HEV,79345.0
RO,2020,PHEV,1036.0
RO,2021,BEV,6344.0
RO,2021,Diesel,24057.0
RO,2021,HEV,75891.0
RO,2021,PHEV,2630.0
RO,2022,BEV,11638.0
RO,2022,Diesel,19178.0
RO,2022,HEV,84399.0
RO,2022,PHEV,3309.0
RO,2023,BEV,15367.0
RO,2023,Diesel,20455.0
RO,2023,HEV,92330.0
RO,2023,PHEV,2921.0
RS,2019,BEV,37.0
RS,2019,Diesel,20403.0
RS,2019,HEV,28309.0
RS,2019,Other,0.0
RS,2020,BEV,61.0
RS,2020,Diesel,16454.0
RS,2020,HEV,27781.0
RS,2020,Other,0.0
RS,2021,BEV,138.0
RS,2021,Diesel,12341.0
RS,2021,HEV,29158.0
RS,2021,Other,0.0
RS,2022,BEV,221.0
RS,2022,Diesel,11738.0
RS,2022,HEV,31175.0
RS,2022,Other,3.0
RS,2023,BEV,494.0
RS,2023,Diesel,12486.0
RS,2023,HEV,33854.0
RS,2023,Other,10.0
SE,2015,BEV,2916.0
SE,2015,Diesel,207091.0
SE,2015,HEV,140345.0
SE,2015,Other,1396.0
SE,2015,PHEV,5752.0
SE,2016,BEV,2993.0
SE,2016,Diesel,202383.0
SE,2016,HEV,168956.0
SE,2016,Other,888.0
SE,2016,PHEV,10290.0
SE,2017,BEV,4359.0
SE,2017,Diesel,192191.0
SE,2017,HEV,176191.0
SE,2017,Other,1133.0
SE,2017,PHEV,15989.0
SE,2018,BEV,7147.0
SE,2018,Diesel,138666.0
SE,2018,HEV,194828.0
SE,2018,Other,1043.0
SE,2018,PHEV,21811.0
SE,2019,BEV,15795.0
SE,2019,Diesel,123708.0
SE,2019,HEV,197344.0
SE,2019,Other,1187.0
SE,2019,PHEV,24905.0
SE,2020,BEV,27981.0
SE,2020,Diesel,67981.0
SE,2020,HEV,142190.0
SE,2020,Other,28.0
SE,2020,PHEV,65924.0
SE,2021,BEV,57590.0
SE,2021,Diesel,53988.0
SE,2021,HEV,138479.0
SE,2021,Other,1265.0
SE,2021,PHEV,77827.0
SE,2022,BEV,95371.0
SE,2022,Diesel,36432.0
SE,2022,HEV,104909.0
SE,2022,Other,2679.0
SE,2022,PHEV,66531.0
SE,2023,BEV,112321.0
SE,2023,Diesel,25820.0
SE,2023,HEV,87048.0
SE,2023,Other,0.0
SE,2023,PHEV,61069.0
SI,2015,BEV,123.0
SI,2015,Diesel,31031.0
SI,2015,HEV,29038.0
SI,2015,Other,436.0
SI,2016,BEV,151.0
SI,2016,Diesel,32589.0
SI,2016,HEV,31429.0
SI,2016,Other,721.0
SI,2017,BEV,297.0
SI,2017,Diesel,32410.0
SI,2017,HEV,38229.0
SI,2017,Other,1498.0
SI,2018,BEV,521.0
SI,2018,Diesel,23877.0
SI,2018,HEV,48240.0
SI,2018,Other,1867.0
SI,2019,BEV,695.0
SI,2019,Diesel,21499.0
SI,2019,HEV,47937.0
SI,2019,Other,2552.0
SI,2020,BEV,1720.0
SI,2020,Diesel,16918.0
SI,2020,HEV,33248.0
SI,2020,Other,1396.0
SI,2020,PHEV,39.0
SI,2021,BEV,1742.0
SI,2021,Diesel,11743.0
SI,2021,HEV,37028.0
SI,2021,Other,2708.0
SI,2021,PHEV,191.0
SI,2022,BEV,2293.0
SI,2022,Diesel,7739.0
SI,2022,HEV,32264.0
SI,2022,Other,2775.0
SI,2022,PHEV,602.0
SI,2023,BEV,4306.0
SI,2023,Diesel,7355.0
SI,2023,HEV,36290.0
SI,2023,Other,504.0
SK,2015,BEV,15.0
SK,2015,Other,0.0
SK,2016,BEV,55.0
SK,2016,Other,293.0
SK,2017,BEV,214.0
SK,2017,Other,646.0
SK,2018,BEV,301.0
SK,2018,Other,561.0
SK,2019,BEV,166.0
SK,2019,Other,239.0
SK,2020,BEV,907.0
SK,2020,Other,540.0
SK,2021,BEV,1136.0
SK,2021,Other,651.0
SK,2022,BEV,1508.0
SK,2022,Diesel,15780.0
SK,2022,HEV,61258.0
SK,2022,Other,1407.0
SK,2022,PHEV,1556.0
SK,2023,BEV,2517.0
SK,2023,Diesel,19074.0
SK,2023,HEV,65595.0
SK,2023,Other,1689.0
SK,2023,PHEV,2997.0
TR,2015,BEV,154.0
TR,2015,Diesel,462191.0
TR,2015,HEV,270834.0
TR,2015,Other,13288.0
TR,2016,BEV,77.0
TR,2016,Diesel,460829.0
TR,2016,HEV,271501.0
TR,2016,Other,13715.0
TR,2017,BEV,117.0
TR,2017,Diesel,457069.0
TR,2017,HEV,259334.0
TR,2017,Other,25391.0
TR,2017,PHEV,0.0
TR,2018,BEV,206.0
TR,2018,Diesel,320452.0
TR,2018,HEV,179234.0
TR,2018,Other,26443.0
TR,2018,PHEV,0.0
TR,2019,BEV,228.0
TR,2019,Diesel,211961.0
TR,2019,HEV,152942.0
TR,2019,Other,22545.0
TR,2019,PHEV,0.0
TR,2020,BEV,1617.0
TR,2020,Diesel,247626.0
TR,2020,HEV,320633.0
TR,2020,Other,33256.0
TR,2020,PHEV,0.0
TR,2021,BEV,3575.0
TR,2021,Diesel,149611.0
TR,2021,HEV,434181.0
TR,2021,Other,31640.0
TR,2021,PHEV,0.0
TR,2022,BEV,8312.0
TR,2022,Diesel,107792.0
TR,2022,HEV,444991.0
TR,2022,Other,11168.0
TR,2023,BEV,65558.0
TR,2023,Diesel,162855.0
TR,2023,HEV,713434.0
TR,2023,Other,13099.0
TR,2023,PHEV,0.0
UA,2019,BEV,7261.0
UA,2019,Diesel,18351.0
UA,2019,HEV,39499.0
UA,2019,Other,4.0
UA,2020,BEV,641.0
UA,2020,Diesel,29605.0
UA,2020,HEV,57965.0
UA,2020,Other,5.0
UA,2021,BEV,1210.0
UA,2021,Diesel,31099.0
UA,2021,HEV,75752.0
UA,2021,Other,2.0
UA,2022,BEV,2255.0
UA,2022,Diesel,10768.0
UA,2022,HEV,26817.0
UA,2022,Other,1.0
UA,2023,BEV,7261.0
UA,2023,Diesel,18351.0
UA,2023,HEV,39499.0
UA,2023,Other,4.0
UK,2015,BEV,10063.0
UK,2015,Diesel,1257152.0
UK,2015,HEV,1338634.0
UK,2015,Other,10.0
UK,2016,BEV,10544.0
UK,2016,Diesel,1264307.0
UK,2016,HEV,1392150.0
UK,2016,Other,2.0
UK,2017,BEV,13727.0
UK,2017,Diesel,1049086.0
UK,2017,HEV,1413058.0
UK,2017,Other,3.0
UK,2017,PHEV,34843.0
UK,2018,BEV,15579.0
UK,2018,Diesel,736172.0
UK,2018,HEV,1546194.0
UK,2018,Other,3.0
UK,2018,PHEV,43876.0
UK,2021,BEV,188143.0
UK,2021,Diesel,223460.0
UK,2021,HEV,1148540.0
UK,2021,Other,3.0
UK,2021,PHEV,112721.0
UK,2022,BEV,263197.0
UK,2022,Diesel,151936.0
UK,2022,HEV,1124110.0
UK,2022,Other,3.0
UK,2022,PHEV,99248.0
UK,2023,BEV,308941.0
UK,2023,Diesel,141438.0
UK,2023,HEV,1327054.0
UK,2023,PHEV,138346.0
XK,2017,BEV,2.0
XK,2017,Diesel,16568.0
XK,2017,HEV,2928.0
XK,2017,Other,2.0
XK,2018,BEV,1.0
XK,2018,Diesel,7714.0
XK,2018,HEV,2154.0
XK,2018,Other,0.0
XK,2018,PHEV,0.0
XK,2019,BEV,0.0
XK,2019,Diesel,22587.0
XK,2019,HEV,0.0
XK,2019,Other,0.0
XK,2019,PHEV,0.0
XK,2021,BEV,20.0
XK,2021,Diesel,24300.0
XK,2021,HEV,2874.0
XK,2021,Other,0.0
XK,2021,PHEV,6.0
